Question,labels
SHORT OKAY AND DO YOU KNOW IF IT WAS HIS HAIR COMPLETELY GREY OR DID IT HAVE ANOTHER COLOUR,2
YEAH CAN YOU TELL ME ABOUT WHAT SAFETY MEANS,2
NO OKAY IS IT SOMETHING YOU WANT TO DO,2
: YEAH OKAY AND THAT'S HAPPENED ONE TIME,2
WHY DID YOU LIE DOWN ON YOUR BED,2
OKAY ALL RIGHT SO TELL ME ALL ABOUT YOUR BROTHER YOUR BROTHER JOHNNY,1
: TELL ME HOW HE WHIPPED YOU,2
YEAH SO CAN YOU START FROM THE BEGINNING AND TELL ME EVERYTHING THAT HAPPENED,2
OKAY AND WHEREABOUTS IN JANET'S HOUSE DO YOU GO,2
: TELL ME WHEN THIS HAPPENED,2
OKAY IT'S JUST BECAUSE WHAT YOU'VE SAID TO ME IS REALLY IMPORTANT AND IT'S REALLY IMPORTANT THAT WHEN CHILDREN TELL US THINGS PARTICULARLY WHEN THEY'RE FEELING HURT THAT WE SPEAK TO SOMEBODY ABOUT THAT YEAH,2
HI ISABELLE SO TELL ME WHAT HAVE YOU COME HERE TO TALK TO ME ABOUT TODAY,0
OKAY AND WHAT DID YOU SAY ALAN,2
TO PLAY OKAY OKAY SO YOU'VE TOLD ME QUITE A BIT LET ME JUST DOUBLE-CHECK THAT I'VE GOT ALL OF THAT RIGHT SO MARK WAS WITH YOU AND YOU WERE PLAYING NINTENDO AND YOU STOOD UP AND BROKE THE CONTROLLER AND THEN HE GOT ANGRY AT YOU FOR THAT SO YOU WENT TO THE GARDEN AND GOT A STICK AND THEN HE HIT YOU WITH IT LOTS OF TIMES AND THEN AFTER THAT HE JUST LEFT AND HE TOLD YOU NOT TO TELL ANYONE,2
OKAY FROM A STICK DID YOU GET HIT WITH A STICK,2
: WHERE WERE YOU WHEN CALLUM STARTED WHIPPING YOU WITH THE BIG STICK,2
: TELL ME MORE ABOUT HIS HAND,1
ON HIS CHIN OKAY YEAH DID HE HAVE ANY HAIR ANYWHERE ELSE ON HIS FACE,2
DID YOU OKAY SO WITH THE STICK THAT HE STICKS UP YOUR BOTTOM YOU SAID THAT HURT YEAH,2
OKAY AND WHEN YOU GOT TO SCHOOL TELLME WHAT HAPPENED,1
WHAT HAPPENED AFTER THAT,1
OKAY AND HOW LONG AFTER JACK WENT HOME DID YOU SPEAK TO YOUR MUM ABOUT IT,2
SO IT WAS JUST YOU AND CALLUM,2
IS THERE ANYTHING ABOUT WHAT HAPPENED TO YOU THAT WE HAVEN'T SPOKEN ABOUT,2
HE JUST DID YEAH AND SO WHAT HAPPENED AFTER THE BAD MAN HELPED YOU WIPE,1
OKAY TELL ME ALL ABOUT STAYING AT YOUR COUSIN'S HOUSE,1
AND HOW DO YOU FEEL WHEN HE PLAYS THAT TICKLING GAME WITH YOU,2
YOUR MUM AND YOUR BROTHER OKAY AND DID YOU YOUR MUM SAID THAT YOU WENT TO THE TOILET WHEN YOU WENT TO KMART IS THAT RIGHT,3
AND THEN WHAT HAPPENS,1
OKAY HOW OFTEN DOES STEPHEN PLAY THIS TICKLING GAME WITH YOU,2
OH OKAY ALL RIGHT SO I JUST WANT TO MAKE SURE I'VE UNDERSTOOD EVERYTHING THAT YOU'RE SAYING CAN YOU JUST TELL ME RIGHT FROM ABOUT WHEN HE SHOWED YOU HIS WILLY SO THEN YOU SHOWING HIM YOUR WINI,2
OKAY SO TELL ME EVERYTHING THAT HAPPENS WHEN YOU PULL UP YOUR DRESS AND START FROM THE BEGINNING,0
TELL ME A BIT MORE ABOUT THE BIT WHERE HE WAS ON TOP,1
WHEN IN THE NIGHT-TIME WAS IT,2
: AND WHAT HAPPENED NEXT,1
OKAY SO WHAT DO YOU TELL DO YOU TELL STEPHEN ABOUT THE TICKLING GAME,2
IS HE OLDER THAN YOUR PARENTS,2
YOU JUST DIDN'T OKAY ISABELLE TELL ME MORE CAN YOU DESCRIBE TO ME WHAT WITH THE STICK CAN YOU DESCRIBE TO ME WHAT ELSE HE DID OR WHAT HE DID WITH THE STICK,2
YEAH CAN YOU DESCRIBE HIM FOR ME OR CAN YOU REMEMBER WHAT HE LOOKED LIKE CAN YOU TELL ME WHAT HE WAS WEARING,2
OKAY SO TELL ME ABOUT SO WHAT DID BEN ACTUALLY DO,2
OKAY DO YOU REMEMBER WHEN YOU TOLD YOUR MUM,2
: HM-HM OKAY SO TELL ME WHAT HAPPENED WHEN YOU PLAYED DOCTORS,1
TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
: HM-HM YEAH AND WHAT DID MUM SAY,2
OKAY AND WHAT THEN,1
NO AND WHAT WERE YOU DOING WHEN DAD PUNCHED MUM IN THE HEAD,2
LONG AND HARD OKAY DID YOU SEE HIS DIRTY SPOT IS THAT WHAT IT FELT LIKE OR SOMETHING ELSE,2
ABOUT THE MAD MAN HM-HM OKAY TELL ME EVERYTHING THAT TELL ME MORE ABOUT THE BAD MAN,1
OKAY WHAT'S YOUR MUM'S NAME,2
: OKAY IS THERE ANYTHING ELSE THAT'S HAPPENED AT THE PARK THAT YOU DIDN'T LIKE,2
OKAY HOW MANY TIMES HAS HE DONE THIS TO YOU,2
OKAY WHAT DO YOU MEAN BY A LOT OF TIMES DO YOU MEAN EVERY WEEK OR EVERY OTHER WEEK OR ONCE A MONTH,2
OKAY AND HOW OFTEN DO YOU GO TO THE PARK,2
ISABELLE ARE THERE TIMES WITH YOUR BROTHER THAT YOU DON'T FEEL SAFE WITH HIM,2
AND IS ANYONE ELSE THE ART MONITOR,2
: DID YOU SEE HIM IN THE SWIMMING POOL,2
SO TELL ME ABOUT THAT TIME,1
OKAY TELL ME ALL ABOUT THAT,1
OKAY DESCRIBE TO ME WHAT YOU MEAN BY TICKLES,2
HM AND WHAT DID DAD DO,2
ONLY STEPHEN DOES OKAY AND HAVE YOU TOLD ANYONE ELSE ABOUT THE TICKLING GAMES,2
THEY WERE NAKED TELL ME SOME MORE ABOUT THAT,1
OKAY TELL ME MORE ABOUT THE STICK,1
JESSICA TELL ME WHAT YOU'VE COME TO TALK TO ME ABOUT TODAY,0
IN THE BIG BATHROOM OKAY SO I KNOW A LITTLE BIT ABOUT YOUR FAMILY BUT CAN YOU TELL ME A BIT MORE ABOUT YOUR FAMILY I KNOW YOU'VE GOT A MUM AND STEPHEN CAN YOU TELL ME MORE ABOUT YOUR FAMILY,2
OKAY SO TELL ME MORE ABOUT THAT WHO WERE YOU WITH,1
IT WAS ON TOP OF YOUR BATHERS HM-HM AND WHAT DID POP DO WITH HIS HAND WHEN IT WAS ON TOP OF YOUR BATHERS,2
REALLY SORE AND HOW LONG DID THAT SORENESS LAST,2
OKAY DID HE USE DID HE HAVE ANY OTHER THINGS IN HIS HAND LIKE LOTION OR CREAM,2
OKAY AND WHAT HAPPENS WHEN HE CHECKS YOUR TEMPERATURE AND IT HURTS YOU,1
: OKAY YOU SAID HE TOUCHED YOU ON YOUR MINI TELL ME MORE ABOUT THAT,1
OKAY AND WHEN YOU TOLD YOUR MUM DID YOU DO YOU THINK IT'S A BAD THING THAT YOUR WILLY HURTS AFTER YOU PLAY WITH JACK,3
YEAH WHO WOULD THEY BE,2
OKAY ALL RIGHT SO WHAT HAPPENS WHEN YOU'RE IN THERE PLAYING DOCTORS,2
HM-HM ANYTHING ELSE,2
AND TELL ME MORE ABOUT THE FINGERS THAT HE USES,1
AND WHAT HAPPENED NEXT,1
OKAY AND BY WILLY WHAT DO YOU MEAN BY THAT,2
HILARY TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
OKAY DO YOU KNOW WHERE HE WENT,2
TELL ME WHAT YOU USE YOUR MINI FOR,2
: OKAY AND HOW DID YOU FEEL DURING THIS TIME,2
A DARE TELL ME MORE ABOUT THE DARE,1
: OKAY OKAY YEAH OKAY ISABELLE THANKS FOR TELLING ME ANSWERING MY QUESTIONS TODAY IS THERE ANYTHING ELSE THAT YOU CAN TELL ME ABOUT WHEN YOUR BROTHER WIGGLED A STICK IN AND OUT OF YOUR BOTTOM,2
IT WAS A WEDNESDAY OKAY AND CAN YOU TELL ME A BIT ABOUT WHAT HAPPENED ON WEDNESDAY,2
HM-HM IS POP ALWAYS THERE,2
DID YOU HEAR OR SEE ANYTHING WHILE YOU WERE WAITING WHILE HARRY WAS IN THERE,3
YEAH AND WHAT HAPPENED WHEN YOU WENT TO THE TOILET,3
SO ARE YOU THE ONLY ONE IN THE BATH WHEN YOU'RE PLAYING THE GAME OR IS THERE OTHER PEOPLE,2
OKAY SO WHEN YOU WENT HOME IN THE CAR WAS IT IN THE CAR THAT YOU TOLD YOUR MUM WHAT HAD HAPPENED,3
NO DID YOU SAY ANYTHING TO HIM,2
HM-HM AND WHAT HAPPENED THEN,1
YEAH OKAY WHAT HAPPENED NEXT,1
WHO ELSE WAS IN THE HOUSE,2
YEAH WHAT WAS HAPPENING,2
OKAY AND WHAT HAPPENED AFTER HE PUSHED HIS WILLY INTO YOUR BOTTOM,1
FROM THE BEGINNING,0
OKAY CAN YOU TELL ME SORRY TELL ME ALL ABOUT WHEN YOU PLAY DOCTORS WITH YOUR BROTHER REMEMBER I'M NOT THERE SO EXPLAIN IT ALL TO ME START AT THE BEGINNING,1
HM-HM WHAT IS HE SAYING OR DOING WHILE HE'S DOING THIS,2
OKAY SO I'VE HEARD THAT YOU WERE HIT WITH A STICK BY MARK BECAUSE YOU BROKE THE NINTENDO CONTROL IS THAT RIGHT,2
AT WORK OKAY AND WHY WAS MARK THERE,3
I JUST WANT TO MAKE SURE THAT I'VE GOT THAT CORRECT AND THAT IT HURT CAN YOU REMEMBER ANY SOUNDS OR ANYTHING THAT HAPPENED DURING THAT TIME COULD YOU SEE ANYTHING,2
HM AND TELL ME MORE ABOUT THE PART WHERE HE WOKE YOU UP,1
WHAT HAPPENED NEXT,1
HM-HM DO YOU KNOW THEIR NAMES,2
AND TELL ME MORE ABOUT THE PART WHERE HE HAD TO CHECK YOU WITH THE TEMPERATURE STICK,1
HAS THIS HAPPENED ONE TIME OR MORE THAN ONE TIME,2
OKAY WHAT HAPPENED AFTER THAT,1
OKAY OKAY SO WHAT DID YOU DO WHEN JACK SAID THAT TO TAKE YOUR PANTS OFF,2
AND HOW DOES THAT MAKE YOU FEEL,2
YEAH AND DID YOU DO A NUMBER ONE OR A NUMBER TWO,2
HOW LONG HAVE YOU KNOWN STEPHEN FOR,2
OKAY AND WHAT DOES HE DO WITH HIS FINGERS,2
HI SEAN TELL ME WHAT YOU THINK YOU'VE COME TO TALK TO ME ABOUT TODAY,0
YEAH CAN YOU TELL ME ANYMORE ABOUT IT BEING BIG AND YUCKY,2
OKAY CAN YOU TELL ME OR TELL ME MORE ABOUT THE PART WHERE HE PULLED YOUR PANTS DOWN AND PUT HIS WILLY INTO YOUR BOTTOM,1
SO OKAY SO YOU DON'T LIKE PUTTING AWAY THE PAINTS,3
WHERE IS THE BUBBLE POOL,2
: HM TELL ME MORE ABOUT DOCTORS,1
WHAT HAPPENED THEN,1
OKAY SO WHAT HAPPENED AFTER YOU WENT INTO THE SPA WITH JANET AND HER GRANDFATHER,1
OKAY AND THEN WHAT DID YOU DO,1
OKAY I THINK I'VE COME UP WITH THE QUESTIONS WHICH I WAS GOING TO ASK THE LAST ONE I ASK YOU IS CAN YOU POINT THE AREA WHICH HE TOUCHED YOU,2
HM-HM WHAT ELSE CAN YOU REMEMBER ABOUT THE CUPBOARD,1
WHY HAVE YOU COME,2
AND OTHER TIMES,2
OKAY SO YOU SAID BEFORE THAT HE PUT SOMETHING IN YOUR BOTTOM TELL ME EVERYTHING ABOUT THAT PART,1
TELL ME EVERYTHING YOU REMEMBER ABOUT THE DIRTY SPOT,1
I HEARD SOMETHING HAPPENED WHERE JANET'S GRANDFATHER TOUCHED YOU ON YOUR GIRLIE BITS,3
OKAY IS THERE ANYTHING ELSE ABOUT THAT NIGHT WITH CALLUM THAT YOU HAVEN'T TOLD ME,2
AND SINCE YOU TOLD YOUR MUM HAS IT HAPPENED AGAIN,2
AND WHERE WERE YOU WHEN THAT HAPPENED,2
OKAY HAVE YOU WHO HAVE YOU TOLD ABOUT WHAT HAPPENS WITH THE TICKLING GAME,2
HM-HM AND THEN WHAT HAPPENED,1
OKAY OKAY SO HE ASKED IF YOU WANTED TO LEARN A NEW GAME AND YOU SAID YES AND THEN HE TOLD YOU THAT THE NAME OF THE GAME WAS SPECIAL HIDE AND SEEK IS THAT RIGHT,2
OKAY AND DO YOU REMEMBER WHAT COLOUR HIS SKIN WAS,2
WOULD YOU SAY IT'S WOULD YOU HAVE BEEN ABLE TO COUNT TO 10 OR 20 OR,3
YEAH WHAT DID YOU SPEAK TO THEM ABOUT START FROM THE BEGINNING,0
OKAY ALL RIGHT THAT'S OKAY SO HE'S POKED YOUR BONES WITH THE STICK WHEREABOUTS ON YOUR BODY DID HE POKE YOUR BONES,2
HM WHAT HAPPENED THEN,1
TELL ME MORE ABOUT THE PART WHERE HE SAID MEAN THINGS,1
ALL THE GOOD THINGS WHAT ARE THE GOOD THINGS ABOUT WHEN YOU PLAY WITH YOUR BROTHER,1
: SO DID HE SAY ANYTHING TO YOU,2
CAN YOU TELL ME WHAT HAND HE GRABBED YOU WITH,2
OKAY ALL RIGHT I HEAR YOU TOLD YOUR MUM THAT YOUR BOTTOM WAS SORE DID YOU TELL YOUR MUM THAT YOUR BOTTOM WAS SORE,3
ALL RIGHT TELL ME MORE ABOUT THE PART WHEN HE WAS ON THE COMPUTER,1
YEAH WHEN YOU'RE IN YOUR ROOM DO YOU FEEL BETTER,2
NO BUT IT WAS MORE THAN ONCE WAS IT,2
OH OKAY AND CAN YOU TELL TELL ME WHAT YOUR BROTHER DOES HE TALK TO YOU DOES HE SAY ANYTHING,2
EXPLAIN TO ME WHY THE BED WAS BOUNCING,2
DO YOU REMEMBER WHEN THE LAST TIME THAT HAPPENED,2
NO OKAY AND YOU SAID THAT HE'S THE TOILET SORRY YOU SAID THAT HE FOLLOWED YOU TO THE TOILET AND HE SAID SOMETHING TO YOU WHAT HAPPENED ONCE HE SPOKE TO YOU IN THE TOILET,1
WHILE YOU AND HARRY WERE WAITING,2
CAN YOU TELL ME A LITTLE BIT ABOUT WHAT YOU SAID,3
I WASN'T THERE WHEN IT HAPPENED CAN YOU TELL ME MORE ABOUT HOW DAD PUSHED YOU,3
SO WHAT'S ANOTHER NAME FOR YOUR PRIVATES,2
CAN YOU TELL ME MORE ABOUT WHAT YOU WERE FEELING AFTERWARDS,2
YOU'RE NOT SURE OKAY WHAT IS HIS NAME,2
OKAY TELL ME MORE ABOUT THAT,1
YEAH TELL ME EVERYTHING THAT HAPPENS BETWEEN WHEN IT'S YOUR TURN AND THEN WHEN HE SAYS NOT TO TELL,1
OKAY WHAT HAPPENS THEN,1
WHAT ELSE DID JACK SAY TO YOU,2
WHAT OTHER TIMES,2
WHAT ELSE,1
YEAH DID YOU TELL ANYBODY ABOUT IT,2
YOU DON'T THINK IT WAS HE WASN'T SUPPOSED TO TOUCH YOUR PRIVATE PART,3
OH OKAY WHERE YOU DO POOS OKAY IS THIS THE FIRST TIME THAT YOUR COUSIN HAS DONE SOMETHING LIKE THIS TO YOU,2
TELL ME ABOUT WHERE YOU PLAY THEM ARE YOU INSIDE THE HOUSE ARE YOU OUTSIDE,2
YEAH WHAT DID HE SAY,2
IS THERE ANYTHING ELSE YOU WANT TO TELL ME,2
: DID HE SAY ANYTHING ELSE TO YOU,2
OKAY SO WHEN YOU SAY HE WIPED CAN YOU DESCRIBE TO ME HOW HE DID THAT,2
OKAY AND WHAT HAPPENED WHEN HE HIT YOU WITH THE STICK WHERE WERE YOU,2
AND TELL ME MORE ABOUT THE PART WHERE HE HAD TO CHECK YOU WITH THE TEMPERATURE STICK,1
NO OKAY WHEN YOU TOLD ME BEFORE THAT AFTER YOU WENT HOME AND PLAYED AT HOME TELL ME MORE ABOUT WHAT HAPPENED WHEN YOU WENT HOME,1
WHAT ABOUT WHERE IS THE CUPBOARD,2
YEAH CAN YOU TELL ME WHAT CAN YOU REMEMBER WHAT HE SAID,2
YEAH YEAH SO JUST OKAY I'M NOT THERE WHEN IT HAPPENED SO DESCRIBE IN A LOT MORE DETAIL FOR ME HOW YOU SHOW HIM YOUR WINI,3
NEAR THE BABY CLOTHES OKAY AND DID YOU SEE THE MAN BEFORE YOU WENT INTO THE TOILETS,2
HM-HM WHAT HAPPENED THEN,1
HM AND BEFORE YOU SAID IT HAPPENED MORE THAN ONCE HOW MANY TIMES DO YOU THINK IT'S HAPPENED WITH UNCLE GEORGE,2
AND WHAT WAS JACK DOING WHEN THIS WAS HAPPENING,2
WHY WAS THAT,2
OKAY WHEREABOUTS ON YOUR ARM DID HE GRAB YOU,2
YEAH OKAY ALL RIGHT WHEN WERE YOU PLAYING HIDE AND SEEK WITH ALAN WAS IT AFTER SCHOOL,2
OKAY WHY DON'T YOU LIKE GOING TO THE PARK ANYMORE,2
OKAY AND DID YOU TELL YOUR MUM ABOUT THIS ONE THAT YOU'VE TOLD ME ABOUT OR DID YOU TELL HER ABOUT ANOTHER TIME,2
HAVE YOU BEEN TO CALLUM'S HOUSE SINCE THEN,2
CALLUM OKAY AND WHAT IS IT ABOUT CALLUM THAT YOU NEED TO TALK TO ME ABOUT,2
TELL ME WHERE THE TUNNEL IS AT THE PARK,2
ALL RIGHT THEN WHAT HAPPENED,1
WHEN YOU PLAY ON THE TRAMPOLINE,2
OKAY AND WHAT HAPPENED AFTER DAD SAID THAT,1
OKAY AND DID YOU SEE WHERE HE WENT AFTER HE WENT OUT THE BACK DOOR,2
SO TELL ME HOW MANY OTHER PEOPLE,2
YOU TOLD YOUR MUM OKAY AND DID ANYBODY SEE WHAT HAPPENED,2
WOULD YOU SAY AS LONG AS WHAT'S YOUR FAVOURITE SOONG,2
AND THAT'S WHEN YOU TOLD YOUR MUM,2
WHEREABOUTS IN CALLUM'S HOUSE,2
HM-HM AND THEN WHAT HAPPENED,1
TELL ME MORE ABOUT WHEN MR MATTHEWS TEACHES YOU ART,1
YES DOES HE SOMETIMES USE ANYTHING ELSE TO TOUCH YOUR WEE-WEE,2
YES SO TELL ME MORE ABOUT WHO ELSE YOU'VE TOLD ABOUT THE TICKLING GAME,1
OKAY SO WHEN YOU SAY AROUND IT WHAT DO YOU MEAN BY THAT,2
DID HE SAY ANYTHING ELSE TO YOU,2
NO OKAY SO A MAN'S FOLLOWED YOU INSIDE THE TOILET BLOCK OR INTO THE ACTUAL TOILET,2
JUST TELL ME EVERYTHING ABOUT THAT TIME WHEN THAT HAPPENED TO YOU,1
TELL ME EVERYTHING ABOUT THE BAD THING THAT HAPPENED WITH YOUR BROTHER I WANT TO KNOW ALL ABOUT IT,1
OKAY HAS HE DONE ANYTHING LIKE THIS TO YOU BEFORE,2
OKAY DID MARK SAY ANYTHING ABOUT WHEN HE HIT YOU,2
OKAY DID DAD DO SOMETHING THAT MADE YOU KNOW HE WAS ANGRY,2
: OKAY AND TELL ME MORE ABOUT THE PART WHERE HE WIGGLED IT IN AND OUT,1
A LONG TIME SO WHEN YOU SAY THAT HE TICKLES YOU IN YOUR PRIVATE PARTS AND YOU CALLED THAT YOUR WEE-WEE IS THERE ANYWHERE ELSE WHERE HE TICKLES YOU THAT YOU DON'T LIKE,2
: OKAY TELL ME WHAT YOU DID WHEN HE STARTED WHIPPING YOU WITH THE BIG STICK,2
INTO YOUR BOTTOM OKAY AND WHAT ELSE HAPPENED,1
OKAY HOW DO YOU FEEL ABOUT THAT,2
: A BIT BAGGY WHAT ELSE DO YOU REMEMBER ABOUT THE BAD MAN,1
OKAY AND WHEN YOU WENT HOME WHAT DID YOU GUYS DO,1
OKAY TELL ME ABOUT THE TICKLING GAME,1
YES CAN YOU TELL ME IN YOUR OWN WORDS WHAT HE SAID,2
: AND WHEN YOU LEFT THE TOILET WHERE DID YOU GO,2
YEAH HOW MANY,2
IS THERE ANYONE ELSE THAT YOU TOLD ABOUT THAT,2
I'D LIKE YOU TO TELL ME ABOUT THE RUDE STUFF THAT POP DOES WHERE ARE YOU WHEN POP DOES THE RUDE STUFF,2
AND HOW DOES HE MAKE YOU,2
OKAY DO YOU FEEL COMFORTABLE TALKING TO HER ABOUT WHAT CALLUM HAS DONE,2
YEAH OKAY YOU'RE DOING A REALLY GOOD JOB WITH TELLING ME THOSE THINGS I JUST WANTED TO UNDERSTAND A BIT MORE LUCY JUST ABOUT HIM PULLING HIS PANTS DOWN SO TELL ME IN AS MUCH DETAIL AS YOU CAN ABOUT HIM PULLING HIS PANTS DOWN,1
OKAY YOU DON'T LIKE IT AND THEN WHAT HAPPENED AFTER HE DOES THE RUDE THING,1
CAN YOU TELL ME HOW HE HURT YOU AND MUM,2
OKAY AND THEN WHAT HAPPENED,1
OKAY YEAH SO DOES DAD USUALLY GIVE SPECIAL CUDDLES AT BEDTIME,2
ONCE YOU WERE IN THE ROOM DID YOU TELL ANYONE WHAT HAPPENED,2
OKAY AND WHAT FRIENDS DID BEN HAVE,2
WHAT HAPPENED WHEN MUMMY CAME HOME,2
: YOU DON'T KNOW OKAY TELL ME MORE ABOUT WHAT IT FELT LIKE YOU SAID IT HURT,1
OKAY COULD YOU HEAR THEM AT ALL,2
IT JUST HURTS DOES IT I HEARD THAT YOU HAD SOME MARKS ON YOUR BACK IS THAT RIGHT,3
OKAY AND DID DAD SAY ANYTHING TO YOU WHEN HE GRABBED YOUR ARM AND THREW YOU,2
OKAY CAN I JUST TAKE YOU BACK TO WHEN THE MAN WAS IN THE TOILET AND HE TOLD YOU TO BE QUIET,1
OKAY HOW LONG DO YOU RECKON,2
OKAY AND THAT'S WHY YOU'RE HERE TODAY,2
: WITH THE STICK,2
A LOT OF TIMES IS IT ALWAYS AFTER SCHOOL,2
GOOD MORNING JULIAN THANKS FOR COMING TO SPEAK TO ME TODAY CAN YOU TELL ME WHY YOU'VE COME TO SPEAK TO ME,2
HM-HM OKAY AND HILARY IS THIS THE FIRST TIME THAT YOU FELT POP'S HAND ON YOUR PRIVATES OR HAS IT HAPPENED ANY OTHER TIME,2
OKAY AND THE TIME YOU JUST TOLD ME ABOUT WAS THERE ANY OTHER TIMES THIS HAS HAPPENED,2
ALAN TELL ME MORE ABOUT THE HIDE AND SEEK GAME YOU PLAY WITH JACK,1
THE BIG BOYS GAME AND THEN WHAT HAPPENED,1
DID YOU TELL ANYONE ABOUT THE BAD MAN IN THE TOILET,2
OKAY TELL ME ABOUT BEING SORE DOWN THERE,1
AND YOU DIDN'T SAY ANYTHING TO HIM,2
IT WAS A SCHOOL DAY OKAY AND DO YOU REMEMBER WHAT TIME IT WAS ON THE SCHOOL DAY,2
YEAH OKAY AND HAS THERE BEEN ANYONE ELSE WITH DAD OR IS IT JUST YOU AND DAD,2
OKAY YEAH TELL ME ABOUT THE BAD MAN,1
NO OKAY IS IT OFTEN JUST YOU AND CALLUM AT HOME,2
TELL ME WHAT DAY IT WAS,2
NO DID THE BAD MAN HURT YOU,2
AND THE BOYS WERE THERE,2
AND WHEN DID THIS HAPPEN WAS IT A LONG TIME AGO,2
OKAY TELL ME ABOUT THE MERMAID GAME,1
OKAY AND DID ANYTHING HAPPEN NEAR YOUR EYEBROW WHEN IT HIT THE TABLE,2
OKAY AND YOU PLAYED GAMES WITH YOUR NEIGHBOUR,3
WHY WERE YOU STAYING AT CALLUM'S HOUSE THAT TIME,2
SO ALAN WHO HAVE COME TO TALK TO ME ABOUT TODAY,2
OKAY AND WHO IS MARK,2
OKAY OKAY AND I'M WONDERING IF THERE WAS ANYTHING ELSE THAT YOU WANTED TO TELL ME ABOUT WHAT HAPPENED NEXT,2
AND WHAT HAPPENED AFTER YOU WERE WATCHING THE KISSING AND TOUCHING ON THE COMPUTER,1
DO YOU THINK THAT IT WAS AN ACCIDENT OR HE JUST WANTED TO HE DID IT INTENTIONAL,2
HM-HM ALL RIGHT HARRY THANK YOU FOR COMING IN TODAY AND LISTENING TO MY QUESTIONS IS THERE ANYTHING ELSE YOU WOULD LIKE TO TELL ME,2
WHAT DID HE USE,2
HM TELL ME MORE ABOUT WHAT HAPPENED,1
CAN YOU REMEMBER WHICH EAR DAD PUNCHED MUM,2
CAN YOU TELL ME A BIT MORE ABOUT THAT,2
MUM SAID YES OKAY ALL RIGHT AND THEN WHAT HAPPENED,1
AND THEN WHAT HAPPENED,1
OKAY SO I WASN'T THERE WHEN YOU WERE IN THE TOILET SO CAN YOU TELL ME EVERYTHING THAT HAPPENED WHEN THE BAD MAN CAME IN,2
OKAY TELL ME MORE ABOUT THAT,1
RIGHT I DON'T KNOW WHAT A MINI IS CAN YOU TELL ME WHAT YOU USE YOUR MINI FOR,2
OKAY WAS ANYONE ELSE HOME WHEN HE HIT YOU,2
AND WHO NORMALLY LIVES THERE,2
AND TELL ME ABOUT THAT,1
: TELL ME MORE ABOUT WHAT THE LADY SAID,1
YEAH SO TELL ME A LITTLE BIT ABOUT WHAT THEY WERE DOING WHEN HE PUT HIS HAND ON YOUR WILLY,2
: OKAY AND WHO WERE YOU WITH,2
SO JESSICA WHAT HAVE YOU COME TO TALK TO ME ABOUT,0
SO IT'S JUST YOU AND JACK IN THE GARDEN AT YOUR HOUSE,3
OKAY TELL ME ABOUT THAT,1
AND WHAT HAPPENED NEXT,1
: WAS THERE ANYONE ELSE IN THE TOILET,2
OKAY TELL ME MORE ABOUT YOUR COUSIN,1
ABOUT THE STICK,3
CALLUM'S YOUR COUSIN OKAY WHAT HAPPENED WITH CALLUM,2
I: WHAT ELSE DID HE SAY,2
: HM HM-HM WHAT ELSE HAPPENED,1
WHAT HAPPENED WHEN HE PULLED YOUR PJS DOWN,1
OKAY WHAT ABOUT YOUR TEACHER,2
: CAN YOU TELL ME WHICH PART OF YOUR BOTTOM WAS HURT,2
: AND WHAT DOES DAD DO,2
: HM OKAY ISABELLE I HEARD YOU TOLD MUM THAT YOU DON'T LIKE GOING IN THE TUNNEL AT THE PARK DID YOU TELL MUM THAT YOU DON'T LIKE GOING IN THE TUNNEL AT THE PARK,3
HM-HM AND WHAT HAPPENED THEN,1
AND WHAT ELSE HAPPENED THEN,1
IN YOUR BEDROOM WAS THERE ANYONE ELSE HOME,2
OKAY THANK YOU FOR TELLING ME YOUR STORY NOW I WASN'T THERE IN THE BATH WITH YOU SO CAN YOU TELL ME MORE ABOUT THE TIMES WHERE HE TICKLES YOU,2
YEAH OKAY ALL RIGHT AND SO WHAT HAPPENED AT THE END OF WHAT WAS YOUR LAST CLASS IS ART YOUR LAST CLASS,2
HM THAT'S GOOD IT'S GOOD TO TELL MUM AND DID UNCLE GEORGE SAY ANYTHING ELSE,2
OKAY OKAY SO WHAT IS YOUR MINI,2
AND THEN WHAT HAPPENED,1
YEAH AND SO WHAT HAPPENED AFTER THIS,1
ONE TIME SO TELL ME EVERYTHING ABOUT THAT ONE TIME PLAYING THE BIG BOYS GAME AND DON'T FORGET I WASN'T THERE SO I DON'T KNOW WHAT HAPPENED,0
OKAY SO TELL ME ABOUT THAT PART,1
OKAY ALL RIGHT AND WHAT WERE YOU DOING WHEN THAT WAS HAPPENING,2
OKAY AND DID HE SPEAK TO HER AT ALL DO YOU REMEMBER,2
YES DO YOU WANT TO TELL ME ABOUT THE TIME THAT IT HAPPENED AGAIN,2
OKAY WHAT DID YOU DO WHEN YOU WENT OUT TO THE MONKEY WHAT DID YOU DO NEXT AT THE MONKEY BARS,1
: CAN YOU REMEMBER WHAT HAPPENED AFTER THAT,2
OKAY SO TELL ME MORE ABOUT SHOW AND TELL I'M NOT THERE SO I NEED YOU TO TELL ME IN AS MUCH DETAIL AS YOU CAN RIGHT FROM THE BEGINNING ABOUT WHAT SHOW AND TELL IS,0
HM-HM AND THEN WHAT HAPPENED,1
