Question,labels
YOU STARTED CRYING HM-HM ALL RIGHT I WASN'T THERE JESSICA AND I NEED YOU TO TRY AND TELL ME EVERYTHING YOU REMEMBER AND START FROM THE VERY BEGINNING AND TELL ME EVERYTHING YOU CAN REMEMBER ABOUT THAT SMELLY GREY-HAIRED MAN THAT CAME INTO THE TOILET,2
HM-HM,13
HM-HM,13
HM-HM TELL ME WHAT HAPPENED THEN,1
HM-HM,13
RIGHT TELL ME WHAT HAPPENED THEN,1
HM-HM,13
DIDN'T WANT TO GET STUCK INSIDE YEAH WHAT HAPPENED THEN,1
OKAY TELL ME MORE ABOUT THE BAD MAN,3
HM-HM WHAT HAPPENED THEN,1
TELL ME WHAT YOU USE YOUR MINI FOR,4
TELL ME MORE ABOUT WHEN HE PUT YOUR HAND ON YOUR MINI,2
HM-HM,13
A LADY CAME IN,13
OKAY TELL ME WHAT HAPPENED WHEN THE LADY CAME IN,2
THE BAD MAN RAN AWAY,13
AND WHAT HAPPENED WHEN THE BAD MAN RAN AWAY,2
TELL ME MORE ABOUT WHAT HAPPENED AFTER THAT,1
TELL ME WHAT HAPPENED WHEN YOU WENT BACK TO MUM,2
HOW OLD'S JAKE,4
ALL RIGHT YOU TOLD ME BEFORE THAT YOU STARTED CRYING TELL ME MORE ABOUT WHAT MADE YOU START CRYING,2
OKAY YOU TOLD ME BEFORE THAT HE TOUCHED YOU ON YOUR MINI CAN YOU TELL ME WHERE YOUR CLOTHES WERE WHEN HE TOUCHED YOU ON YOUR MINI,5
CAN YOU TELL ME WHERE YOUR KNICKERS WERE,5
TELL ME MORE ABOUT WHEN HE WIPED YOU SAID HE WIPED THE WEE AWAY CAN YOU TELL ME MORE ABOUT WHAT HAPPENED THEN,5
YOU TOLD ME BEFORE THAT THIS MAN WAS SMELLY HAD GREY HAIR WHAT ELSE CAN YOU REMEMBER ABOUT HOW THE MAN LOOKED,3
A BIG BEARD,13
HOW MANY TIMES HAVE YOU SEEN THIS MAN BEFORE,4
SO THE MAN HAD A BIG BEARD TELL ME EVERYTHING ELSE YOU REMEMBER ABOUT HOW HE LOOKED,3
OKAY YOU SAID BEFORE YOU TOLD ME BEFORE THAT A LADY CAME INTO THE CAME AND ASKED YOU IF YOU WERE OKAY,13
TELL ME ABOUT THAT LADY WHAT DO YOU REMEMBER ABOUT THAT LADY,3
HM-HM WHAT HAPPENED TO THE LADY AFTER SHE SPOKE TO YOU,4
TELL ME MORE ABOUT WHEN HE WIPED THE WEE FROM YOUR MINI WHAT WAS HIS HAND DOING,4
OKAY I THINK YOU'VE DONE A GOOD JOB AT ANSWERING MY QUESTIONS AND LISTENING TO MY QUESTIONS TODAY AND I DON'T HAVE ANY FURTHER QUESTIONS DO YOU HAVE ANYTHING ELSE YOU WOULD LIKE TO TELL ME,5
MILLIE TELL ME WHAT YOU'VE COME TO TALK TO ME ABOUT TODAY,0
AND TELL ME ABOUT THAT,2
OKAY WHEN WAS THE LAST TIME YOU WENT TO STAY AT HIS HOUSE,4
OKAY TELL ME ALL ABOUT THAT,2
OKAY WHAT HAPPENED THEN,1
OKAY OKAY SO I WASN'T THERE IT'S IMPORTANT I KNOW EVERYTHING THAT HAPPENED CAN YOU TELL ME EVERYTHING YOU CAN REMEMBER FROM WHEN YOU WOKE UP AND HE WAS BOUNCING ON THE BED,2
TELL ME EVERYTHING YOU REMEMBER ABOUT THAT,2
OKAY AND WHEN YOU SAY HIS THING TELL ME ABOUT HIS THING,3
OKAY TELL ME WHAT YOU MEAN BY YUCKY,3
DO YOU KNOW WHAT HE USES HIS PRIVATE PARTS FOR,5
TELL ME WHAT HE USES HIS PRIVATE PARTS FOR,4
OKAY AND THEN YOU SAID HE WAS DOING SOMETHING YUCKY WITH IT TELL ME ABOUT THAT,2
OKAY AND TELL ME WHAT HE WAS DOING WITH IT IN HIS HAND,4
OKAY AND DID KEVIN SAY ANYTHING TO YOU,5
AND DID YOU SAY ANYTHING TO HIM,5
WHAT DID HE DO WHEN YOU STARTED CRYING,4
OKAY AND WAS THERE ANYBODY ELSE AROUND WHEN THIS HAPPENED,5
AND NOW YOU SAID THIS HAPPENED YOU'D GONE TO SLEEP AND IT WAS YOU WERE IN HIS BEDROOM IN THE NIGHT WAS THERE ANYBODY ELSE IN THE HOUSE,5
WHO ELSE WAS IN THE HOUSE TELL ME ABOUT THAT,4
OKAY HOW DO YOU KNOW THEY WERE IN THEIR BEDROOM,4
OKAY SO WHAT HAPPENED NEXT AFTER HE'D PUT HIS THING INSIDE YOUR BOTTOM AND THEN TAKEN IT OUT WHAT HAPPENED NEXT,1
OKAY AND WHO DID YOU TELL DID YOU TELL ANYONE,5
OKAY WHAT'S YOUR MUM'S NAME,4
OKAY DO YOU REMEMBER WHEN YOU TOLD YOUR MUM,4
TELL ME WHEN YOU TOLD YOUR MUM ABOUT WHAT HAPPENED,4
OKAY AND WHAT DID YOU TELL YOUR MUM,4
OKAY TELL ME ABOUT CALLUM,3
OKAY AND DO YOU KNOW HOW OLD CALLUM IS,5
SO HOW OLD IS CALLUM,4
OKAY HAS HE DONE ANYTHING LIKE THIS TO YOU BEFORE,5
NOW TELL ME ABOUT THAT,2
OKAY AND WHAT HAPPENED THEN,1
OKAY SO YOU'VE TOLD ME ABOUT THE LAST TIME WHEN YOU STAYED OVER THERE AND HE PUT HIS THING INSIDE YOUR BOTTOM AND YOU'VE TOLD ME ABOUT ANOTHER TIME YOU WERE STAYING AT HIS HOUSE AND YOU WOKE UP AND HE HAD HIS DIRTY SPOT IN HIS HAND DO YOU REMEMBER WHEN THAT WAS,5
TELL ME WHEN THAT WAS,4
OKAY WHAT HAD YOU BEEN DOING THAT DAY DO YOU REMEMBER,5
OKAY AND HAS HE DONE ANYTHING LIKE THAT OR ANYTHING ELSE AT ANY OTHER TIME,5
OKAY SO YOU TOLD ME ABOUT TWO TIMES SO IT'S JUST THE TWO TIMES THAT SOMETHING'S HAPPENED,5
YEAH OKAY DID YOU TELL ANYBODY AFTER THAT HAPPENED THE LAST TIME,5
AND HOW OFTEN DO YOU STAY AROUND HIS HOUSE,4
OKAY WHAT DO YOU MEAN BY A LOT OF TIMES DO YOU MEAN EVERY WEEK OR EVERY OTHER WEEK OR ONCE A MONTH,6
AND THE SECOND TIME THAT YOU TOLD ME ABOUT WHEN YOU WOKE AND HE HAD HIS DIRTY SPOT IN HIS HAND,13
WAS THERE ANYBODY ELSE IN THAT HOUSE,5
WHO ELSE WAS IN THE HOUSE,4
OKAY AND WHAT'S YOUR AUNT AND UNCLE'S NAME,4
MATT DID YOU SAY,5
HI ISABELLE CAN YOU TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,5
OKAY SO START AT THE BEGINNING TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
OKAY I UNDERSTAND YOU USED TO LIKE GOING FOR WALKS TO THE PARK TELL ME ABOUT THAT,10
OKAY AND WHAT DO YOU DO WHEN YOU'RE THERE,4
OKAY WHAT ELSE DO YOU DO,4
OKAY CAN YOU TELL ME SORRY TELL ME ALL ABOUT WHEN YOU PLAY DOCTORS WITH YOUR BROTHER REMEMBER I'M NOT THERE SO EXPLAIN IT ALL TO ME START AT THE BEGINNING,2
OKAY,13
OKAY,13
OKAY WHAT HAPPENS THEN,1
OKAY,13
OKAY WHAT DO YOU MEAN BY NAUGHTY,4
OKAY SO OBVIOUSLY ISABELLE I'M NOT THERE SO FEEL FREE TO TALK TO ME ABOUT ANYTHING YOU'RE NOT GOING TO GET INTO ANY TROUBLE BUT CAN YOU EXPLAIN TO ME WHAT YOU MEAN BY WHEN YOU SAY HE DOES SOMETHING NAUGHTY,5
OKAY WHAT DO YOU MEAN WHEN YOU SAY THAT,4
OKAY,13
OKAY TELL ME MORE ABOUT THE STICK,3
ABOUT THE STICK,7
OKAY AND EXPLAIN TO ME WHAT HE DOES WITH THE STICK,4
OKAY,13
OKAY NOW WHEN YOU SAY YOUR PRIVATES EXPLAIN TO ME WHAT YOU MEAN BY THAT,4
OKAY AND EXPLAIN TO ME WHEN YOU SAY YOUR BOTTOM DO YOU MEAN CAN YOU GIVE ME MORE INFORMATION ABOUT THAT,5
OKAY JUST TELL ME A BIT MORE INFORMATION ABOUT WHAT YOU DO WITH YOUR BOTTOM,4
OKAY ALL RIGHT NOW ALL RIGHT START AT THE BEGINNING TELL ME EXACTLY WHAT HE DOES WHEN YOU'RE IN THE TUNNEL,2
OKAY WHAT HAPPENS THEN,1
OKAY,13
OKAY TELL ME MORE ABOUT THE PART WHERE HE PUTS THE STICK IN YOUR BOTTOM,2
OKAY,13
OKAY NOW YOU MENTIONED TELL ME MORE ABOUT THE PART WHERE YOU ARE ON YOUR KNEES,2
OKAY ALL RIGHT WHAT HAPPENED WHEN THE STICK WENT IN,13
OKAY WHAT HAPPENED THEN,1
OKAY WHAT HAPPENED AFTER THAT,1
YEAH,13
OKAY ALL RIGHT WHAT HAPPENED THEN,1
OKAY,13
OKAY ALL RIGHT NOW YOU MENTIONED IT WAS YOUR BROTHER CAN YOU TELL ME MORE INFORMATION ABOUT YOUR BROTHER,5
OKAY TELL ME ALL THE INFORMATION THAT YOU CAN ABOUT YOUR BROTHER,3
OKAY,13
OKAY HOW OLD IS YOUR BROTHER,4
OKAY HAVE YOU GOT MORE THAN ONE BROTHER,5
OKAY AND HOW OFTEN DO YOU GO TO THE PARK,4
OKAY CAN YOU TELL ME WHEN WAS THE LAST TIME THIS HAPPENED AT THE PARK,5
OKAY ALL RIGHT CAN YOU TELL ME MORE ABOUT THE PART WHERE YOU SAID THAT YOU PLAYED DOCTORS,5
SO TELL ME MORE ABOUT THAT OBVIOUSLY I WASN'T THERE SO I'M NOT ENTIRELY SURE WHAT HAPPENED EXPLAIN TO ME WHAT HAPPENED WHEN YOU PLAYED DOCTORS,2
OKAY AND WHAT HAPPENED SO YOU MENTIONED THAT HE PULLS DOWN YOUR PANTS DOES HE TAKE ANY OTHER ITEMS OF CLOTHING OFF,5
WHAT OTHER TIMES,4
OKAY ALL RIGHT AND DOES ANYTHING ELSE OCCUR WHEN YOU'RE IN THE TUNNELS,5
NO OKAY YOU MENTIONED THE STICK CAN YOU SORRY DESCRIBE THE STICK FOR ME PLEASE,3
OKAY CAN YOU TELL ME SORRY TELL ME ANY MORE DETAIL ABOUT THAT,2
OKAY ABOUT HOW BIG IS THE STICK,4
WHAT HAVE YOU COME TO TALK TO ME ABOUT TODAY,4
YOUR STEPDAD,13
SO WHAT'S HIS NAME,4
STEPHEN SO WHAT WOULD YOU LIKE TO TELL ME ABOUT STEPHEN,4
PLAY GAMES WHAT SORT OF GAMES,4
DID YOU SAY SWIMMER BARBIE,13
THAT'S PRETTY GOOD AND THE TICKLING GAME WHICH GAME DO YOU LIKE THE BEST,4
OKAY AND WHAT DO YOU LIKE ABOUT THAT GAME,4
OKAY THAT IS FUN SO WHICH GAME DON'T YOU LIKE,4
WHAT DON'T YOU LIKE ABOUT THE TICKLING GAME,4
SO WHAT'S ANOTHER NAME FOR YOUR PRIVATES,4
SO HOW DOES HE JUST LET ME THINK SO WHAT PART OF HIS BODY DOES HE USE TO PLAY THE TICKLING GAME,4
FINGERS HOW MANY FINGERS DOES HE USE,4
AND HOW DO YOU FEEL WHEN HE PLAYS THAT TICKLING GAME WITH YOU,4
AND OTHER TIMES,4
AND WHAT DOES HE SAY WHILE HE'S PLAYING THE TICKLING GAME WITH YOU,4
AND DO YOU LIKE IT WHEN HE TICKLES YOUR TOES,5
SO WHAT DO YOU WEAR WHEN YOU'RE IN THE BATH PLAYING THE TICKLING GAME,4
AND WHAT DOES STEPHEN WEAR WHEN YOU PLAY THE TICKLING GAME,4
SO ARE YOU THE ONLY ONE IN THE BATH WHEN YOU'RE PLAYING THE GAME OR IS THERE OTHER PEOPLE,5
AND HOW ABOUT STEPHEN WHERE IS HE WHEN YOU'RE IN THE BATH,4
OKAY YOU'RE DOING A GREAT JOB THANK YOU FOR TELLING ME YOUR STORY SO HOW MANY TIMES DOES HE PLAY THE TICKLING GAME,4
WHAT DO YOU MEAN BY ALL THE TIME,4
AND HOW MANY TIMES A DAY DO YOU HAVE A BATH,4
SO WHO ELSE IS AT HOME WHEN YOU'RE PLAYING THE TICKLING GAME,4
SO WHEN YOU'RE JUST IN YOUR HOUSE HOW MANY PEOPLE LIVE THERE NORMALLY,4
AND WHO IS THAT,4
SO WHERE IS MUMMY WHEN YOU'RE HAVING A BATH WHEN STEPHEN HELPS,4
WHAT DO YOU SAY TO STEPHEN WHEN HE PLAYS THE TICKLING GAME TO YOU AND YOU DON'T LIKE IT,4
HOW LONG HAVE YOU KNOWN STEPHEN FOR,4
SO YOU SAID THIS HAPPENED ALL THE TIME LIKE STEPHEN BATHS YOU ALL THE TIME HOW OLD ARE YOU NOW DO YOU KNOW,5
HOW OLD ARE YOU,4
FIVE WOW AND CAN YOU REMEMBER HOW OLD YOU WERE WHEN YOU FIRST PLAYED THE TICKLING GAME,5
DO YOU THINK THAT MAYBE IT'S BEEN HAPPENING FOR A LONG TIME OR A LITTLE TIME OR YOU DON'T KNOW,6
A LONG TIME SO WHEN YOU SAY THAT HE TICKLES YOU IN YOUR PRIVATE PARTS AND YOU CALLED THAT YOUR WEE-WEE IS THERE ANYWHERE ELSE WHERE HE TICKLES YOU THAT YOU DON'T LIKE,5
AND WHAT DOES HE SAY TO YOU WHEN HE'S TICKLING YOU,7
OH THAT'S RIGHT I ALREADY ASKED YOU THAT QUESTION SORRY ABOUT THAT IT'S VERY IMPORTANT WHAT YOU SAY SO I WANT TO MAKE SURE THAT I CAN REMEMBER EVERYTHING YOU SAY SO I'M SORRY THAT I'VE HAD TO ASK YOU THAT ONE TWO TIMES SO I'M JUST TRYING TO THINK BECAUSE I WANT TO MAKE SURE THAT WE GET ALL THIS STORY RIGHT SO YOU SAID THAT YOU PLAY GAMES IN THE BATH AND THAT HE TICKLES YOU WITH ALL HIS FINGERS NOW DOES HE TELL ME ABOUT WHEN HE USES ALL HIS FINGERS IN YOUR WEE-WEE,2
JUST PUTS THEM ON THE OUTSIDE AND TICKLES AROUND,13
SO IS THERE ANYWHERE ELSE WHERE HE PUTS HIS FINGERS,5
AND HOW DOES THAT MAKE YOU FEEL,4
OKAY THANK YOU FOR TELLING ME YOUR STORY NOW I WASN'T THERE IN THE BATH WITH YOU SO CAN YOU TELL ME MORE ABOUT THE TIMES WHERE HE TICKLES YOU,5
AND SO LET'S JUST SAY THE VERY LAST TIME WHERE HE TICKLED YOU TELL ME ALL ABOUT THAT,2
OKAY SO HAVE YOU EVER TOLD ANYONE ABOUT YOU AND STEPHEN PLAYING THE TICKLING GAME,5
AND WHO HAVE YOU TOLD,4
AND SO WHEN DID YOU TELL TAMMY ABOUT THAT,4
IS THERE ANYONE ELSE THAT YOU TOLD ABOUT THAT,5
CHARLOTTE DO YOU HAVE ANY QUESTIONS FOR ME,5
NOW IF YOU WANT TO TALK TO ME ABOUT THIS ANYMORE IF YOU CAN REMEMBER MORE THINGS ABOUT THE GAME OR ABOUT OTHER GAMES THAT HE PLAYS WELL MAYBE WE CAN JUST QUICKLY TALK ABOUT THAT NOW HAS HE PLAYED ANY OTHER GAMES WITH YOU THAT'S NOT BEEN IN THE BATH,5
TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
YOUR UNCLE,13
OKAY NOW I'VE HEARD THAT SOMEONE DID A RUDE THING TO YOU DID SOMEONE DO A RUDE THING TO YOU,10
TELL ME EVERYTHING THAT HAPPENED WHEN THAT RUDE THING HAPPENED START REMEMBER I WASN'T THERE SO START FROM THE BEGINNING,0
HM-HM,13
WHAT HAPPENED THEN,1
HM-HM AND WHAT HAPPENED THEN,1
HM-HM AND WHAT HAPPENED AFTER THAT,1
SHOW YOU SOMETHING,13
HM-HM AND WHAT HAPPENED THEN,1
HM-HM,13
HM-HM WHAT HAPPENED THEN,1
HM-HM AND WHAT HAPPENED THEN,1
HM-HM AND WHAT HAPPENED AFTER THAT,1
HM-HM,13
HM-HM AND WHAT THEN,1
HM-HM,13
AND WHAT HAPPENED AFTER THAT,1
HM-HM,13
OKAY HARRY YOU SAID THAT THERE WERE RUDE PEOPLE ON THE SCREEN WITH UNCLE GEORGE TELL ME MORE ABOUT THE RUDE PEOPLE ON THE SCREEN NOW REMEMBER I WASN'T THERE SO START FROM THE BEGINNING AND TELL ME EVERYTHING,2
HM-HM THEY WERE NAKED,13
HM-HM AND WHAT ELSE HAPPENED,1
HM-HM,13
HM-HM AND HARRY YOU TOLD ME THAT UNCLE GEORGE TOLD YOU TO DO THE SAME TO HIM TELL ME A BIT MORE ABOUT THAT NOW REMEMBER AGAIN I WASN'T THERE SO JUST START FROM THE BEGINNING AND TELL ME EVERYTHING,2
HM-HM,13
AND THEN WHAT HAPPENED,1
AND THEN WHAT HAPPENED,1
HM-HM AND THEN WHAT HAPPENED AFTER THAT,1
HM-HM NOW HARRY HAS THIS HAPPENED JUST THIS ONE TIME OR MORE THAN ONE TIME,6
AND WHEN DID THIS HAPPEN,4
HM-HM,13
HM-HM ALL RIGHT HARRY THANK YOU FOR COMING IN TODAY AND LISTENING TO MY QUESTIONS IS THERE ANYTHING ELSE YOU WOULD LIKE TO TELL ME,5
NO IF YOU THINK OF SOMETHING LATER THAT YOU THINK I SHOULD KNOW JUST TELL YOUR MUM AND WE CAN ARRANGE FOR YOU TO COME AND TALK TO ME AGAIN OKAY,13
HM-HM OKAY,13
SO LUCY MY NAME'S   AND WHAT HAVE YOU COME HERE TO TODAY TO SPEAK TO ME ABOUT,0
AND WHAT CAN YOU TELL ME ABOUT MR MATTHEWS,4
AND ANYTHING ELSE,1
WHAT CAN YOU TELL ME,4
AND WHY,4
WHY IS IT YUCK,4
OKAY WHAT CAN YOU TELL ME ABOUT THE RUDE THING,4
SO TELL ME MORE ABOUT THE PART WHERE YOU DO THE RUDE THING,2
AND THEN WHAT HAPPENS,1
OKAY TELL ME MORE ABOUT THE PART WHERE YOU SAID HE WANTS YOU TO TOUCH HIS STICK,2
ANYTHING ELSE,1
AND HOW DOES HE MAKE YOU,4
AND WHAT ELSE HAS HAPPENED IN THAT TIME WHEN HE SAYS TO TOUCH HIS STICK,2
AND THEN WHAT HAPPENS,1
AND THEN WHAT HAPPENS,1
OKAY AND THEN WHAT HAPPENS AFTER THAT,1
OKAY SO TELL ME EVERYTHING THAT HAPPENS WHEN YOU PULL UP YOUR DRESS AND START FROM THE BEGINNING,0
YEAH,13
OKAY,13
AND THEN WHAT HAPPENS,1
YEAH,13
AND THEN WHAT HAPPENS,1
AND WHAT HAPPENS THEN,1
AND THEN WHAT HAPPENS,1
SO MR MATTHEWS JUST LOOKS AT YOU,5
DOES ANYTHING ELSE HAPPEN WHILE YOU'RE IN THERE PULLING YOUR UNDIES DOWN,5
OKAY AND WHAT HAPPENS AFTER YOU'VE PULLED YOUR UNDIES DOWN,4
AND WHAT HAPPENS THEN,1
AND THEN WHAT HAPPENS,1
WHEN THIS HAPPENED WAS THERE ANYONE ELSE IN THE CLOSET,5
AND WHEN YOU GO INTO THE CUPBOARD WHO ELSE IS THERE IS THERE ANYONE ELSE THERE,5
WHO ELSE IS THERE,4
WHAT ABOUT WHERE IS THE CUPBOARD,4
AND CAN YOU TELL ME ANYTHING ELSE ABOUT THE ART ROOM,5
WHAT CAN YOU TELL ME,4
OKAY,13
AND WHAT DOES THAT MEAN TO BE THE ART MONITOR,4
AND IS ANYONE ELSE THE ART MONITOR,5
AND WHEN DOES MR MATTHEWS TAKE YOU INTO THE CUPBOARD,4
AND IS THE SHOW AND TELL GAME HAS THAT HAPPEN MORE THAN ONCE,4
AND WHEN DO YOU WHEN DOES THIS USUALLY HAPPEN,5
HAS IT EVER HAPPENED ANY OTHER TIME,5
CAN YOU TELL ME HOW MANY TIMES YOU THINK THIS HAS HAPPENED,4
HOW MANY,5
NOW YOU SAY THAT THE SHOW AND TELL GAME MAKES YOU FEEL YUCK CAN YOU TELL ME ANYTHING MORE ABOUT THAT,5
AND WHEN YOU LEAVE THE CUPBOARD HAS THERE EVER BEEN ANYONE ELSE IN THE ART ROOM WHEN YOU LEAVE,5
AND WHEN YOU GO BACK OUT TO RECESS DOES ANYTHING ELSE HAPPEN,5
HI SEAN TELL ME WHAT YOU THINK YOU'VE COME TO TALK TO ME ABOUT TODAY,0
THE BIG BOY AT SCHOOL OKAY SO TELL ME WHAT HAPPENED WITH THE BIG BOY AT SCHOOL,4
HM-HM SO I'M JUST GOING TO TAKE SOME NOTES SEAN SO I REMEMBER WHAT YOU'RE SAYING SO THE BIG BOY AT SCHOOL MADE YOU PLAY A GAME,13
AND YOU DIDN'T LIKE IT,13
AND SO THEN WHAT HAPPENED,1
YEAH AND THEN WHAT HAPPENED SO SEAN I WASN'T THERE SO CAN YOU TELL ME EVERYTHING THAT HAPPENED,5
SO YOU'VE BEEN MADE TO PLAY A GAME AND DIDN'T LIKE IT AND YOU WERE ON I DON'T REMEMBER WHAT YOU SAID WAS IT ON THE MONKEY BARS,5
OKAY WHAT HAPPENED AFTER THAT,1
SORRY,13
I CAN'T HEAR YOU,13
WITH YOUR TWO FRIENDS AND DO YOU REMEMBER YOUR TWO FRIENDS' NAMES,5
WHAT ARE THEIR NAMES,4
HARRY AND IAN AND WHAT GRADE ARE HARRY AND IAN IN,4
AND WHAT GRADE ARE YOU IN,4
YOUR IN PREP,13
SO YOU'RE WITH YOUR TWO FRIENDS HARRY AND IAN THE MONKEY BARS WITH THE BIG BOY AND DO YOU REMEMBER THE BIG BOY'S NAME,5
WHAT'S HIS NAME,4
SAM SO SAM MADE YOU AND HARRY AND IAN PLAY A GAME WHEN YOU WERE AT THE MONKEY BARS IS THAT CORRECT,5
HAVE I GOT THAT RIGHT ALL RIGHT SO THEN WHAT HAPPENED AFTER THAT,4
SO YOU WENT TO THE TOILET DID YOU GO TO THE TOILETS WITH HIM,5
SO YOU WENT TO THE TOILETS AND THEN WHAT HAPPENED,1
OKAY SO THEN WHAT HAPPENED SO HE TOLD YOU THAT YOU HAD TO GO TO THE CUBICLE ONE AT A TIME,1
AND THEN WHAT HAPPENED AFTER HE SAID THAT,1
OKAY SO YOU WENT FIRST SO YOU WENT INTO THE CUBICLE WITH SAM AND THEN WHAT HAPPENED,1
AND DID YOU,5
YOU PULLED DOWN YOUR PANTS AND IT WAS JUST YOU AND SAM IN THE CUBICLE IS THAT RIGHT,5
AND THEN WHAT HAPPENED,1
OKAY SO HE SQUEEZED YOUR WILLY,13
WHAT DID HE SQUEEZE IT WITH,4
HE SQUEEZED IT WITH HIS HAND AND DID HE SQUEEZE IT ONE TIME OR MORE THAN ONE TIME OR LOTS OF TIMES,6
HE SQUEEZED IT LOTS OF TIMES OKAY AND THEN WHAT HAPPENED AFTER THAT,1
HM-HM AND THEN WHAT HAPPENED,1
OKAY AND WHAT HAPPENED AFTER THAT AFTER HE SAID THAT,1
OKAY AND DID YOU DO THAT DID HE STOP OR WHAT HAPPENED AFTER HE SAID THAT WHAT HAPPENED NEXT,1
HM-HM AND YOU WENT OUT OF THE TOILET AND WHAT HAPPENED AFTER THAT,1
IAN WENT IN AND WHERE DID YOU GO,4
YOU WAITED WITH HARRY WHERE WERE YOU WAITING,4
IN THE BATHROOM AND SO WHERE WAS THIS TOILET,4
NEAR THE LIBRARY AT SCHOOL,8
WAS THERE ANYONE ELSE IN THE TOILET,5
WHILE YOU AND HARRY WERE WAITING,5
OKAY AND SO YOU WAITED FOR HARRY TO WERE YOU WAITING FOR HARRY TO COME OUT WERE YOU,5
OH YOU WAITED WITH HARRY SORRY I BEG YOUR PARDON SO IAN WENT IN SO WHAT WERE YOU AND HARRY DOING WHILE IAN WAS IN THE CUBICLE WITH SAM,4
YOU WERE JUST WAITING DID YOU HEAR ANYTHING DID YOU SEE ANYTHING,5
NO SO IAN WENT IN AND HE WAS IN THERE FOR A LITTLE BIT,8
YOU DIDN'T HEAR ANYTHING YOU DIDN'T SEE ANYTHING,7
AND THEN WHAT HAPPENED AFTER THAT,1
OKAY AND THEN HARRY WENT IN AND WHAT HAPPENED AFTER THAT WHAT WERE YOU DOING WHEN HARRY WAS IN THE CUBICLE,4
YOU WERE WAITING WITH IAN AND WHAT WERE YOU DOING WHEN YOU WERE WAITING WITH IAN,4
DID YOU HEAR OR SEE ANYTHING WHILE YOU WERE WAITING WHILE HARRY WAS IN THERE,7
OKAY SO WHAT HAPPENED NEXT,1
HM-HM YEAH,13
AND WHERE WAS SAM WHEN YOU WENT BACK OUT TO THE MONKEY BARS,4
DID YOU SEE SAM AFTER THAT,5
OKAY WHAT DID YOU DO WHEN YOU WENT OUT TO THE MONKEY WHAT DID YOU DO NEXT AT THE MONKEY BARS,2
OKAY SO SEAN WHAT I WANT YOU TO DO FOR ME IS BECAUSE I WASN'T THERE I WANT YOU TO TELL ME EVERYTHING THAT YOU CAN REMEMBER OKAY SO I WOULD LIKE TO KNOW A LITTLE BIT MORE ABOUT TELL ME ABOUT WHEN YOU WERE IN THE CUBICLE WITH SAM I WANT TO KNOW A LITTLE BIT MORE ABOUT THAT SO YOU SAID DID SAM SAY ANYTHING TO YOU YOU WENT INTO THE TOILETS WITH WENT INTO THE CUBICLE WITH HIM AND YOU PULLED YOUR PANTS DOWN IS THAT RIGHT,5
DID I GET THAT RIGHT DID I REMEMBER THAT RIGHT OKAY AND DID SAM SAY ANYTHING,5
OKAY AND HE SQUEEZED YOUR WILLY,5
AND YOU SAID THAT YOU DID THAT LOTS OF TIMES,5
DID HE TOUCH YOU ANYWHERE ELSE,5
HILARY TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
ABOUT JANET'S HOUSE TELL ME ABOUT JANET'S HOUSE,2
IT'S BIG AND IT HAS LOTS OF ROOMS AND SHE HAS A BUBBLE POOL,13
WHAT DID YOU WANT TO TELL ME ABOUT JANET'S HOUSE,3
YOU DON'T LIKE IT ANYMORE,13
TELL ME ABOUT WHY YOU DON'T LIKE IT ANYMORE,4
BECAUSE CAN YOU HAS SOMETHING HAPPENED AT JANET'S HOUSE THAT HAS MADE YOU NOT LIKE IT,5
TELL ME WHAT HAPPENED,2
THE BAD THING HAPPENED TELL ME ABOUT THE BAD THING,2
YOU WENT SPLASHING IN THE POOL AND THERE WERE LOTS OF BUBBLES AND THEN POP DID THE BAD THING,13
WHAT HAPPENED THEN,1
OKAY WHAT ELSE HAPPENED WHEN POP DID THE BAD THING,1
HE GOT HIS FINGERS AND WAS JUST DOING STUFF,13
TELL ME MORE ABOUT THE STUFF HE WAS DOING,2
HIS FINGERS WERE WRIGGLING ALL OVER YOUR PRIVATES,13
WHAT ELSE HAPPENED,1
OKAY YOU MOVED AWAY YOU WERE IN THE HOUSE AND THEN IT WAS HOME TIME,13
OKAY TELL ME MORE ABOUT HIS FINGERS WIGGLING ALL OVER YOUR PRIVATES,2
OKAY TELL ME MORE ABOUT YOU AND JANET SPLASHING ALL OVER,2
AH SO YOU WERE PLAYING A GAME TO SEE WHO CAN GET THE BUBBLES THE HIGHEST AND THE DOG POPPY WAS LICKING THE BUBBLES,13
OKAY CAN YOU TELL ME MORE OR I'LL REPHRASE THAT TELL ME MORE ABOUT THE BUBBLE POOL,3
HM-HM,13
OKAY YOU ALWAYS HAVE A BIG PERSON TO LOOK AFTER YOU,13
WHERE IS THE BUBBLE POOL,4
AT JANET'S HOUSE WHAT DOES IT LOOK LIKE,13
BIG,4
OKAY WHAT ELSE HAPPENED WHEN YOU'RE IN THE BUBBLE POOL,1
THE GAME AND THE THING THAT POP DID,13
YOU SAID BEFORE THAT YOU DIDN'T SAY ANYTHING TELL ME MORE ABOUT THAT BIT THAT YOU DIDN'T SAY ANYTHING,2
OKAY AND WHAT HAPPENED THEN,1
